OBSERVER ID,Year,Month
obsr5220,2013,5
obsr184551,2013,5
obsr242636,2013,4
obsr14526,2013,12
obsr109517,2013,4
obsr233170,2013,7
obsr304509,2013,12
obsr15425,2013,7
obsr15425,2013,3
obsr344843,2013,9
obsr295204,2013,4
obsr355438,2013,6
obsr97519,2013,10
obsr245352,2013,10
obsr287844,2013,4
obsr55873,2013,5
obsr146205,2013,6
obsr231897,2013,2
obsr314338,2013,5
obsr316123,2013,3
obsr353155,2013,4
obsr190654,2013,10
obsr112579,2013,9
obsr352046,2013,3
obsr284357,2013,4
obsr105968,2013,11
obsr303252,2013,4
obsr5220,2013,7
obsr334865,2013,5
obsr53100,2013,5
obsr174515,2013,10
obsr136531,2013,3
obsr15309,2013,5
obsr340467,2013,1
obsr243748,2013,8
obsr7291,2013,1
obsr176734,2013,3
obsr300862,2013,11
obsr164001,2013,2
obsr213627,2013,11
obsr334344,2013,5
obsr38325,2013,6
obsr274680,2013,3
obsr218962,2013,3
obsr179574,2013,6
obsr30058,2013,2
obsr289566,2013,6
obsr305854,2013,9
obsr178949,2013,2
obsr346106,2013,9
obsr210663,2013,8
obsr160352,2013,11
obsr39454,2013,11
obsr414963,2013,7
obsr280086,2013,2
obsr55778,2013,4
obsr223457,2013,3
obsr205401,2013,9
obsr356131,2013,6
obsr56527,2013,5
obsr300862,2013,6
obsr266001,2013,9
obsr266001,2013,5
obsr171350,2013,9
obsr186409,2013,1
obsr293779,2013,6
obsr39941,2013,9
obsr351449,2013,9
obsr180878,2013,4
obsr352705,2013,5
obsr118882,2013,5
obsr205401,2013,11
obsr51325,2013,6
obsr213627,2013,4
obsr95598,2013,3
obsr38325,2013,4
obsr338456,2013,9
obsr338456,2013,4
obsr24203,2013,5
obsr31215,2013,5
obsr38868,2013,4
obsr41808,2013,5
obsr89518,2013,12
obsr307913,2013,9
obsr40545,2013,7
obsr237329,2013,4
obsr7291,2013,9
obsr313985,2013,5
obsr22151,2013,11
obsr40728,2013,8
obsr316123,2013,5
obsr35766,2013,4
obsr126575,2013,10
obsr95598,2013,8
obsr39454,2013,4
obsr308037,2013,4
obsr242636,2013,3
obsr317026,2013,3
obsr334325,2013,9
obsr178683,2013,7
obsr39944,2013,4
obsr373551,2013,5
obsr248167,2013,10
obsr322505,2013,9
obsr99498,2013,8
obsr233063,2013,5
obsr153076,2013,3
obsr166632,2013,2
obsr94050,2013,8
obsr14774,2013,4
obsr246969,2013,8
obsr44181,2013,4
obsr340556,2013,3
obsr208565,2013,7
obsr402480,2013,4
obsr23245,2013,3
obsr156720,2013,10
obsr42655,2013,6
obsr292724,2013,6
obsr215041,2013,2
obsr234593,2013,9
obsr22151,2013,9
obsr40521,2013,7
obsr40545,2013,4
obsr184551,2013,4
obsr58165,2013,4
obsr248167,2013,3
obsr185422,2013,3
obsr27209,2013,1
obsr277100,2013,11
obsr24203,2013,6
obsr210663,2013,10
obsr59213,2013,5
obsr178691,2013,1
obsr178691,2013,11
obsr404436,2013,4
obsr290792,2013,9
obsr310656,2013,3
obsr126575,2013,11
obsr109517,2013,5
obsr99498,2013,6
obsr415990,2013,8
obsr307913,2013,3
obsr243525,2013,6
obsr40728,2013,1
obsr317162,2013,3
obsr58253,2013,5
obsr400979,2013,3
obsr33283,2013,6
obsr242636,2013,6
obsr334344,2013,12
obsr277740,2013,5
obsr35766,2013,9
obsr20226,2013,5
obsr131563,2013,9
obsr53387,2013,9
obsr89952,2013,5
obsr29782,2013,8
obsr306991,2013,11
obsr338456,2013,2
obsr20869,2013,10
obsr107891,2013,5
obsr176734,2013,11
obsr216872,2013,5
obsr41337,2013,11
obsr404436,2013,5
obsr180878,2013,7
obsr237329,2013,11
obsr160352,2013,9
obsr141300,2013,1
obsr352710,2013,8
obsr188811,2013,5
obsr58253,2013,4
obsr141300,2013,12
obsr236484,2013,5
obsr138721,2013,4
obsr218505,2013,3
obsr165069,2013,4
obsr283087,2013,8
obsr312385,2013,10
obsr97519,2013,5
obsr208565,2013,10
obsr277100,2013,1
obsr142692,2013,4
obsr106700,2013,9
obsr356418,2013,2
obsr30455,2013,7
obsr213627,2013,6
obsr238387,2013,6
obsr38325,2013,12
obsr186661,2013,5
obsr199879,2013,8
obsr182394,2013,10
obsr180878,2013,2
obsr26549,2013,5
obsr133408,2013,7
obsr217471,2013,5
obsr294335,2013,1
obsr178949,2013,1
obsr396563,2013,5
obsr293470,2013,12
obsr22151,2013,4
obsr156350,2013,4
obsr240152,2013,7
obsr93009,2013,2
obsr286756,2013,10
obsr213679,2013,2
obsr95598,2013,1
obsr341923,2013,2
obsr39454,2013,1
obsr341584,2013,5
obsr134567,2013,9
obsr246969,2013,9
obsr229871,2013,5
obsr300619,2013,1
obsr40545,2013,2
obsr107891,2013,10
obsr39643,2013,5
obsr341100,2013,5
obsr274800,2013,8
obsr252856,2013,7
obsr29782,2013,2
obsr20565,2013,12
obsr13760,2013,8
obsr355237,2013,3
obsr20226,2013,6
obsr177019,2013,9
obsr29183,2013,2
obsr339902,2013,11
obsr43068,2013,4
obsr330625,2013,5
obsr320838,2013,2
obsr234593,2013,11
obsr169103,2013,10
obsr15425,2013,11
obsr382408,2013,11
obsr338456,2013,3
obsr349881,2013,4
obsr236803,2013,4
obsr184551,2013,1
obsr381788,2013,2
obsr409091,2013,5
obsr1578,2013,4
obsr21578,2013,11
obsr18128,2013,1
obsr406979,2013,5
obsr109517,2013,1
obsr334325,2013,6
obsr307609,2013,2
obsr303369,2013,9
obsr340556,2013,4
obsr25261,2013,10
obsr117538,2013,7
obsr338456,2013,11
obsr27209,2013,5
obsr160352,2013,3
obsr300619,2013,12
obsr332596,2013,3
obsr11194,2013,7
obsr161403,2013,11
obsr42623,2013,6
obsr30907,2013,6
obsr236162,2013,1
obsr39905,2013,4
obsr171621,2013,7
obsr58414,2013,5
obsr312385,2013,7
obsr210663,2013,5
obsr306687,2013,2
obsr29782,2013,1
obsr314338,2013,8
obsr407129,2013,7
obsr231897,2013,1
obsr95598,2013,10
obsr58165,2013,11
obsr421447,2013,5
obsr331349,2013,3
obsr1578,2013,9
obsr300619,2013,5
obsr94050,2013,6
obsr148737,2013,8
obsr234593,2013,6
obsr217943,2013,2
obsr42623,2013,9
obsr166632,2013,11
obsr286372,2013,3
obsr645368,2013,4
obsr394616,2013,8
obsr202251,2013,6
obsr274680,2013,5
obsr293603,2013,1
obsr35766,2013,5
obsr234964,2013,5
obsr274800,2013,1
obsr233047,2013,4
obsr39454,2013,3
obsr400190,2013,11
obsr35766,2013,3
obsr344783,2013,8
obsr44181,2013,5
obsr165069,2013,5
obsr247985,2013,4
obsr213679,2013,5
obsr305987,2013,7
obsr186409,2013,5
obsr286756,2013,4
obsr30455,2013,5
obsr212445,2013,11
obsr42717,2013,4
obsr117538,2013,5
obsr429732,2013,11
obsr341100,2013,9
obsr303369,2013,11
obsr280086,2013,4
obsr379806,2013,9
obsr309566,2013,9
obsr339902,2013,3
obsr401105,2013,8
obsr213707,2013,8
obsr38325,2013,5
obsr40533,2013,8
obsr20869,2013,8
obsr300619,2013,10
obsr94050,2013,3
obsr40533,2013,6
obsr160067,2013,1
obsr397584,2013,2
obsr305707,2013,2
obsr330625,2013,10
obsr190654,2013,11
obsr40545,2013,8
obsr94050,2013,1
obsr162861,2013,2
obsr55872,2013,4
obsr312385,2013,2
obsr225190,2013,8
obsr206812,2013,3
obsr121989,2013,5
obsr209698,2013,5
obsr236649,2013,12
obsr131471,2013,6
obsr180878,2013,1
obsr164001,2013,11
obsr340556,2013,5
obsr156350,2013,10
obsr39643,2013,12
obsr98373,2013,7
obsr143499,2013,5
obsr99498,2013,1
obsr1397342,2013,12
obsr338096,2013,1
obsr184551,2013,3
obsr26549,2013,6
obsr293883,2013,4
obsr342014,2013,11
obsr238387,2013,2
obsr214546,2013,8
obsr161403,2013,3
obsr308037,2013,3
obsr396797,2013,4
obsr89518,2013,5
obsr26228,2013,10
obsr161403,2013,5
obsr20869,2013,9
obsr240427,2013,4
obsr242636,2013,12
obsr102203,2013,5
obsr533253,2013,7
obsr274680,2013,6
obsr215041,2013,12
obsr407151,2013,6
obsr208565,2013,3
obsr195073,2013,6
obsr188811,2013,10
obsr356285,2013,3
obsr422471,2013,4
obsr277524,2013,2
obsr341584,2013,6
obsr161403,2013,1
obsr399573,2013,9
obsr122439,2013,4
obsr346106,2013,4
obsr92999,2013,7
obsr233300,2013,7
obsr252215,2013,7
obsr131471,2013,7
obsr112579,2013,12
obsr202452,2013,10
obsr341100,2013,8
obsr1578,2013,1
obsr531374,2013,5
obsr44181,2013,6
obsr53387,2013,10
obsr190654,2013,8
obsr310656,2013,10
obsr143887,2013,8
obsr316864,2013,12
obsr55872,2013,6
obsr186409,2013,4
obsr1066210,2013,2
obsr28990,2013,2
obsr312385,2013,1
obsr186499,2013,1
obsr6553,2013,5
obsr246969,2013,11
obsr407982,2013,6
obsr164508,2013,5
obsr307609,2013,5
obsr246969,2013,2
obsr180878,2013,6
obsr161805,2013,6
obsr24203,2013,7
obsr178691,2013,3
obsr243748,2013,1
obsr422637,2013,11
obsr330625,2013,6
obsr98373,2013,6
obsr240700,2013,2
obsr122868,2013,11
obsr313777,2013,1
obsr110473,2013,12
obsr190654,2013,3
obsr316123,2013,6
obsr39460,2013,2
obsr338456,2013,5
obsr185422,2013,7
obsr338456,2013,6
obsr243748,2013,7
obsr272336,2013,10
obsr129157,2013,4
obsr334344,2013,1
obsr166632,2013,3
obsr234593,2013,12
obsr143887,2013,6
obsr174515,2013,8
obsr21578,2013,5
obsr234996,2013,3
obsr38868,2013,3
obsr29183,2013,4
obsr94050,2013,7
obsr116821,2013,5
obsr14526,2013,5
obsr266001,2013,1
obsr359533,2013,2
obsr160067,2013,8
obsr277100,2013,2
obsr148737,2013,6
obsr338403,2013,5
obsr146205,2013,8
obsr99548,2013,10
obsr86405,2013,4
obsr240738,2013,6
obsr42717,2013,1
obsr274800,2013,5
obsr397443,2013,5
obsr133042,2013,6
obsr38366,2013,3
obsr56527,2013,6
obsr39398,2013,11
obsr29782,2013,5
obsr240152,2013,2
obsr40521,2013,9
obsr240738,2013,5
obsr352705,2013,3
obsr97533,2013,6
obsr7108,2013,3
obsr370697,2013,2
obsr53100,2013,11
obsr335913,2013,9
obsr40545,2013,10
obsr33468,2013,8
obsr129663,2013,8
obsr208921,2013,4
obsr402317,2013,7
obsr407151,2013,4
obsr357488,2013,4
obsr89428,2013,6
obsr336273,2013,7
obsr141300,2013,2
obsr39813,2013,5
obsr20565,2013,3
obsr5220,2013,2
obsr201995,2013,5
obsr240700,2013,6
obsr303252,2013,2
obsr297728,2013,10
obsr30058,2013,7
obsr51325,2013,1
obsr218962,2013,11
obsr201995,2013,3
obsr89562,2013,3
obsr177019,2013,1
obsr118452,2013,8
obsr100914,2013,9
obsr22151,2013,8
obsr289566,2013,7
obsr332596,2013,6
obsr252995,2013,4
obsr334165,2013,6
obsr136773,2013,8
obsr322935,2013,8
obsr304167,2013,8
obsr435912,2013,11
obsr17906,2013,6
obsr402317,2013,8
obsr248816,2013,11
obsr320838,2013,12
obsr342555,2013,9
obsr148204,2013,1
obsr224010,2013,7
obsr150845,2013,10
obsr284469,2013,11
obsr319996,2013,11
obsr86405,2013,3
obsr239858,2013,4
obsr3206,2013,9
obsr219787,2013,2
obsr155029,2013,6
obsr332596,2013,12
obsr352046,2013,5
obsr886,2013,8
obsr378562,2013,2
obsr319996,2013,7
obsr314212,2013,12
obsr619614,2013,4
obsr322505,2013,6
obsr55872,2013,9
obsr313777,2013,12
obsr210461,2013,11
obsr118452,2013,9
obsr275051,2013,3
obsr252995,2013,5
obsr108906,2013,8
obsr350421,2013,1
obsr178004,2013,7
obsr419305,2013,8
obsr332596,2013,8
obsr224010,2013,11
obsr88599,2013,3
obsr332596,2013,10
obsr312536,2013,12
obsr240427,2013,2
obsr313014,2013,4
obsr185422,2013,5
obsr3206,2013,1
obsr332596,2013,7
obsr138561,2013,10
obsr533253,2013,5
obsr342485,2013,7
obsr18303,2013,1
obsr113466,2013,4
obsr224472,2013,7
obsr175871,2013,11
obsr113466,2013,11
obsr265925,2013,4
obsr349140,2013,6
obsr209698,2013,12
obsr177054,2013,2
obsr316095,2013,4
obsr3206,2013,3
obsr134420,2013,3
obsr55872,2013,5
obsr304167,2013,7
obsr150845,2013,11
obsr341923,2013,12
obsr27209,2013,4
obsr56479,2013,8
obsr118882,2013,12
obsr210678,2013,3
obsr290792,2013,3
obsr98373,2013,4
obsr292946,2013,5
obsr227219,2013,10
obsr190654,2013,6
obsr18303,2013,5
obsr11194,2013,11
obsr178004,2013,5
obsr91370,2013,3
obsr97449,2013,5
obsr376461,2013,4
obsr619614,2013,5
obsr190508,2013,3
obsr92769,2013,10
obsr280686,2013,2
obsr414963,2013,9
obsr1578,2013,12
obsr242524,2013,5
obsr224472,2013,10
obsr353739,2013,12
obsr428698,2013,12
obsr402480,2013,7
obsr136531,2013,11
obsr56479,2013,12
obsr303886,2013,12
obsr352046,2013,12
obsr50333,2013,8
obsr439989,2013,1
obsr183556,2013,4
obsr19006,2013,3
obsr312536,2013,11
obsr352046,2013,7
obsr126575,2013,9
obsr349300,2013,1
obsr141300,2013,4
obsr299522,2013,5
obsr56479,2013,10
obsr56479,2013,2
obsr56479,2013,4
obsr673869,2013,5
obsr181971,2013,9
obsr272025,2013,12
obsr190654,2013,5
obsr178949,2013,12
obsr417170,2013,12
obsr210133,2013,9
obsr18303,2013,10
obsr224472,2013,9
obsr43010,2013,3
obsr89952,2013,1
obsr162111,2013,12
obsr224472,2013,2
obsr133050,2013,3
obsr105328,2013,2
obsr322505,2013,7
obsr156275,2013,10
obsr175871,2013,2
obsr247984,2013,3
obsr197809,2013,4
obsr218962,2013,5
obsr186637,2013,12
obsr351449,2013,8
obsr292546,2013,6
obsr58253,2013,6
obsr243498,2013,9
obsr50333,2013,7
obsr207119,2013,12
obsr271742,2013,5
obsr353155,2013,9
obsr322614,2013,12
obsr59459,2013,12
obsr91370,2013,5
obsr175835,2013,1
obsr39454,2013,2
obsr348797,2013,4
obsr17906,2013,7
obsr321172,2013,10
obsr400190,2013,12
obsr619614,2013,6
obsr156350,2013,3
obsr171621,2013,5
obsr175871,2013,8
obsr224472,2013,3
obsr29782,2013,4
obsr322505,2013,10
obsr230383,2013,4
obsr195212,2013,4
obsr275591,2013,8
obsr324700,2013,4
obsr89428,2013,12
obsr344783,2013,5
obsr148951,2013,1
obsr20869,2013,4
obsr237437,2013,4
obsr91755,2013,7
obsr95598,2013,7
obsr6553,2013,12
obsr143073,2013,11
obsr280086,2013,11
obsr309566,2013,12
obsr344783,2013,3
obsr336082,2013,10
obsr290792,2013,12
obsr294818,2013,6
obsr337900,2013,1
obsr303252,2013,9
obsr40521,2013,2
obsr274680,2013,11
obsr205401,2013,12
obsr46815,2013,8
obsr110473,2013,2
obsr397584,2013,3
obsr53100,2013,8
obsr362094,2013,2
obsr202251,2013,12
obsr7291,2013,6
obsr38868,2013,1
obsr134567,2013,10
obsr146205,2013,7
obsr295656,2013,4
obsr157268,2013,12
obsr348797,2013,10
obsr25640,2013,5
obsr213627,2013,10
obsr14526,2013,1
obsr334325,2013,12
obsr34104,2013,9
obsr42655,2013,5
obsr307609,2013,6
obsr266001,2013,11
obsr26228,2013,12
obsr30058,2013,10
obsr293603,2013,12
obsr226882,2013,5
obsr413034,2013,5
obsr292152,2013,2
obsr410228,2013,7
obsr36790,2013,4
obsr31215,2013,10
obsr300643,2013,6
obsr7291,2013,8
obsr190748,2013,4
obsr89428,2013,8
obsr280086,2013,6
obsr240738,2013,7
obsr184015,2013,9
obsr190654,2013,1
obsr372513,2013,12
obsr87965,2013,7
obsr117538,2013,6
obsr210133,2013,1
obsr161805,2013,1
obsr38868,2013,11
obsr143073,2013,7
obsr237437,2013,11
obsr337047,2013,9
obsr169103,2013,4
obsr107683,2013,10
obsr231454,2013,6
obsr35766,2013,1
obsr316252,2013,8
obsr248202,2013,11
obsr349708,2013,4
obsr277084,2013,7
obsr184551,2013,2
obsr294335,2013,12
obsr246969,2013,4
obsr175576,2013,6
obsr40533,2013,11
obsr22956,2013,5
obsr382408,2013,2
obsr330585,2013,4
obsr237437,2013,12
obsr106700,2013,3
obsr161403,2013,9
obsr141300,2013,8
obsr20226,2013,10
obsr352551,2013,7
obsr322614,2013,2
obsr210663,2013,2
obsr46815,2013,9
obsr418216,2013,10
obsr30058,2013,6
obsr160352,2013,1
obsr131471,2013,5
obsr39460,2013,9
obsr195212,2013,2
obsr243898,2013,5
obsr243748,2013,2
obsr236484,2013,12
obsr338456,2013,12
obsr38868,2013,12
obsr178949,2013,11
obsr42717,2013,5
obsr24203,2013,3
obsr212445,2013,9
obsr180878,2013,9
obsr95641,2013,5
obsr359172,2013,5
obsr293470,2013,5
obsr38868,2013,5
obsr219412,2013,7
obsr229920,2013,5
obsr236484,2013,4
obsr405624,2013,4
obsr25640,2013,8
obsr298866,2013,4
obsr293603,2013,5
obsr180878,2013,11
obsr314052,2013,2
obsr98373,2013,2
obsr26228,2013,3
obsr35142,2013,8
obsr330848,2013,8
obsr341923,2013,9
obsr41487,2013,12
obsr160583,2013,6
obsr210663,2013,9
obsr91247,2013,4
obsr234593,2013,1
obsr318670,2013,5
obsr201666,2013,3
obsr148737,2013,9
obsr286756,2013,5
obsr199985,2013,7
obsr358549,2013,4
obsr341923,2013,11
obsr335913,2013,4
obsr118164,2013,12
obsr138721,2013,5
obsr25261,2013,3
obsr11194,2013,6
obsr308407,2013,10
obsr298414,2013,4
obsr22422,2013,4
obsr141300,2013,6
obsr295204,2013,9
obsr422471,2013,5
obsr157268,2013,9
obsr105554,2013,1
obsr348013,2013,7
obsr93553,2013,1
obsr396908,2013,2
obsr330585,2013,6
obsr41337,2013,1
obsr210663,2013,6
obsr289566,2013,2
obsr182394,2013,9
obsr181806,2013,4
obsr15425,2013,10
obsr342014,2013,3
obsr341923,2013,1
obsr178949,2013,3
obsr93009,2013,1
obsr190748,2013,12
obsr105328,2013,3
obsr19515,2013,1
obsr126575,2013,1
obsr242331,2013,9
obsr100914,2013,4
obsr185621,2013,7
obsr190748,2013,6
obsr195365,2013,6
obsr143887,2013,12
obsr165833,2013,4
obsr143499,2013,2
obsr383856,2013,4
obsr175576,2013,4
obsr317026,2013,6
obsr13760,2013,5
obsr99498,2013,12
obsr348885,2013,5
obsr42729,2013,9
obsr136531,2013,5
obsr300197,2013,4
obsr45635,2013,9
obsr234294,2013,12
obsr400115,2013,3
obsr353155,2013,10
obsr293603,2013,3
obsr293779,2013,8
obsr248167,2013,4
obsr286756,2013,1
obsr28990,2013,3
obsr231897,2013,7
obsr358222,2013,4
obsr338403,2013,1
obsr21578,2013,9
obsr314588,2013,11
obsr141300,2013,3
obsr21752,2013,6
obsr131471,2013,1
obsr399702,2013,5
obsr302324,2013,10
obsr400363,2013,12
obsr12482,2013,10
obsr293603,2013,8
obsr204092,2013,6
obsr353155,2013,8
obsr22151,2013,7
obsr317162,2013,4
obsr117538,2013,11
obsr413937,2013,5
obsr280086,2013,12
obsr430850,2013,5
obsr402480,2013,8
obsr235477,2013,7
obsr410392,2013,7
obsr308037,2013,5
obsr415990,2013,7
obsr305854,2013,4
obsr142596,2013,4
obsr243525,2013,3
obsr89952,2013,11
obsr166632,2013,12
obsr18090,2013,4
obsr18128,2013,5
obsr165990,2013,7
obsr265832,2013,5
obsr334344,2013,3
obsr233047,2013,8
obsr214546,2013,1
obsr295405,2013,4
obsr145749,2013,12
obsr28990,2013,5
obsr396058,2013,2
obsr97519,2013,7
obsr202251,2013,5
obsr300197,2013,9
obsr252856,2013,4
obsr353155,2013,5
obsr107683,2013,11
obsr359539,2013,2
obsr237437,2013,3
obsr27209,2013,9
obsr336273,2013,5
obsr401398,2013,9
obsr305854,2013,3
obsr338954,2013,6
obsr243748,2013,6
obsr425963,2013,9
obsr22422,2013,11
obsr169103,2013,11
obsr294810,2013,5
obsr210663,2013,7
obsr246969,2013,12
obsr55456,2013,5
obsr118164,2013,10
obsr49901,2013,6
obsr39396,2013,12
obsr246969,2013,6
obsr248167,2013,2
obsr309566,2013,1
obsr227804,2013,1
obsr223457,2013,2
obsr171621,2013,10
obsr39813,2013,9
obsr58165,2013,8
obsr322505,2013,1
obsr280086,2013,5
obsr330848,2013,6
obsr352710,2013,6
obsr308888,2013,5
obsr102203,2013,10
obsr171621,2013,6
obsr400190,2013,9
obsr351274,2013,7
obsr334865,2013,4
obsr346667,2013,5
obsr131080,2013,7
obsr99498,2013,2
obsr133042,2013,5
obsr427382,2013,11
obsr105328,2013,8
obsr217535,2013,8
obsr268080,2013,3
obsr30058,2013,1
obsr231346,2013,10
obsr1066210,2013,1
obsr53100,2013,2
obsr215041,2013,1
obsr365531,2013,2
obsr305020,2013,5
obsr215786,2013,5
obsr248167,2013,1
obsr12006,2013,11
obsr265832,2013,3
obsr295364,2013,4
obsr214915,2013,11
obsr418216,2013,12
obsr523976,2013,12
obsr119893,2013,4
obsr348885,2013,3
obsr213429,2013,4
obsr243748,2013,3
obsr216510,2013,3
obsr20869,2013,12
obsr248779,2013,3
obsr344464,2013,6
obsr141300,2013,9
obsr174515,2013,9
obsr185621,2013,8
obsr25261,2013,5
obsr39454,2013,9
obsr292724,2013,4
obsr308037,2013,9
obsr166632,2013,9
obsr43068,2013,9
obsr126911,2013,6
obsr276374,2013,4
obsr148737,2013,7
obsr400725,2013,4
obsr42717,2013,6
obsr361654,2013,2
obsr89428,2013,9
obsr107683,2013,4
obsr418675,2013,8
obsr247521,2013,4
obsr102462,2013,4
obsr138370,2013,1
obsr105984,2013,4
obsr243748,2013,12
obsr243748,2013,9
obsr8523,2013,11
obsr371007,2013,4
obsr330625,2013,2
obsr177054,2013,9
obsr413937,2013,9
obsr40728,2013,11
obsr252591,2013,3
obsr407151,2013,5
obsr352710,2013,9
obsr404076,2013,6
obsr39382,2013,5
obsr316252,2013,5
obsr293779,2013,10
obsr166632,2013,10
obsr110473,2013,1
obsr41487,2013,6
obsr523976,2013,8
obsr236649,2013,6
obsr293470,2013,2
obsr166632,2013,6
obsr164001,2013,12
obsr46815,2013,1
obsr352046,2013,11
obsr295364,2013,3
obsr7291,2013,11
obsr299522,2013,7
obsr178691,2013,12
obsr339222,2013,1
obsr110473,2013,7
obsr213679,2013,8
obsr165990,2013,4
obsr391175,2013,3
obsr174457,2013,4
obsr322614,2013,8
obsr265832,2013,8
obsr165069,2013,3
obsr410228,2013,6
obsr277524,2013,9
obsr146205,2013,12
obsr300197,2013,3
obsr268080,2013,7
obsr102203,2013,3
obsr39398,2013,4
obsr294810,2013,3
obsr391175,2013,2
obsr176734,2013,4
obsr36790,2013,5
obsr248779,2013,5
obsr414940,2013,5
obsr143887,2013,9
obsr101818,2013,9
obsr316252,2013,4
obsr419386,2013,12
obsr353768,2013,3
obsr344745,2013,4
obsr218514,2013,5
obsr355237,2013,4
obsr38868,2013,10
obsr307913,2013,11
obsr310700,2013,6
obsr172619,2013,12
obsr223457,2013,5
obsr146205,2013,9
obsr165990,2013,3
obsr88554,2013,12
obsr234996,2013,5
obsr233300,2013,12
obsr314128,2013,2
obsr1578,2013,7
obsr221512,2013,10
obsr328675,2013,4
obsr307913,2013,4
obsr162174,2013,3
obsr1578,2013,5
obsr240689,2013,4
obsr237437,2013,8
obsr274800,2013,2
obsr40695,2013,8
obsr404076,2013,5
obsr215041,2013,4
obsr11194,2013,8
obsr94508,2013,5
obsr295204,2013,3
obsr330585,2013,5
obsr218962,2013,12
obsr129157,2013,12
obsr20226,2013,9
obsr410392,2013,5
obsr118452,2013,1
obsr160067,2013,11
obsr267799,2013,7
obsr303369,2013,7
obsr280826,2013,3
obsr341584,2013,4
obsr39813,2013,2
obsr349708,2013,9
obsr318978,2013,10
obsr290835,2013,3
obsr113397,2013,6
obsr248202,2013,2
obsr217535,2013,12
obsr182394,2013,1
obsr333928,2013,1
obsr224609,2013,4
obsr157268,2013,8
obsr42717,2013,9
obsr205401,2013,4
obsr245799,2013,5
obsr15309,2013,3
obsr186409,2013,2
obsr322614,2013,10
obsr95262,2013,2
obsr105984,2013,2
obsr886,2013,2
obsr410228,2013,8
obsr141300,2013,11
obsr26228,2013,4
obsr303252,2013,5
obsr348797,2013,11
obsr404240,2013,5
obsr284115,2013,4
obsr322935,2013,9
obsr97519,2013,1
obsr320838,2013,7
obsr300619,2013,3
obsr330625,2013,7
obsr318978,2013,4
obsr138745,2013,7
obsr287844,2013,2
obsr293440,2013,8
obsr210133,2013,2
obsr143499,2013,1
obsr176659,2013,9
obsr106700,2013,10
obsr413288,2013,10
obsr39398,2013,5
obsr316864,2013,6
obsr342795,2013,9
obsr31215,2013,11
obsr344286,2013,1
obsr28150,2013,9
obsr1578,2013,11
obsr353125,2013,8
obsr307609,2013,10
obsr342555,2013,8
obsr21578,2013,8
obsr316123,2013,7
obsr298202,2013,5
obsr252856,2013,10
obsr142596,2013,10
obsr287844,2013,1
obsr107683,2013,9
obsr410228,2013,11
obsr160067,2013,3
obsr134567,2013,12
obsr100914,2013,8
obsr243525,2013,10
obsr336591,2013,3
obsr91061,2013,10
obsr400481,2013,8
obsr33616,2013,12
obsr20226,2013,3
obsr20226,2013,11
obsr186409,2013,3
obsr329346,2013,4
obsr106700,2013,6
obsr266001,2013,3
obsr312385,2013,9
obsr181806,2013,1
obsr338456,2013,1
obsr391860,2013,4
obsr334325,2013,8
obsr346106,2013,10
obsr100356,2013,5
obsr51193,2013,5
obsr52012,2013,1
obsr417338,2013,11
obsr234138,2013,8
obsr23245,2013,5
obsr188811,2013,12
obsr178691,2013,4
obsr208024,2013,1
obsr280086,2013,1
obsr233063,2013,2
obsr244478,2013,3
obsr268080,2013,2
obsr106700,2013,4
obsr148951,2013,4
obsr227998,2013,3
obsr293603,2013,9
obsr163772,2013,5
obsr232749,2013,1
obsr346106,2013,5
obsr105554,2013,9
obsr354936,2013,8
obsr19515,2013,3
obsr171621,2013,8
obsr218962,2013,2
obsr447025,2013,5
obsr308037,2013,10
obsr337047,2013,6
obsr58165,2013,1
obsr330848,2013,2
obsr308407,2013,12
obsr312385,2013,12
obsr295204,2013,1
obsr316095,2013,8
obsr341923,2013,10
obsr344286,2013,11
obsr174515,2013,7
obsr112579,2013,10
obsr147134,2013,10
obsr229871,2013,2
obsr89428,2013,2
obsr299284,2013,3
obsr141282,2013,8
obsr295204,2013,10
obsr21346,2013,9
obsr51325,2013,3
obsr152570,2013,4
obsr330848,2013,12
obsr129157,2013,5
obsr340556,2013,1
obsr195073,2013,7
obsr354566,2013,3
obsr164612,2013,4
obsr40533,2013,12
obsr230383,2013,5
obsr341584,2013,1
obsr90826,2013,5
obsr379806,2013,8
obsr207119,2013,4
obsr92748,2013,5
obsr21346,2013,5
obsr150845,2013,9
obsr42655,2013,8
obsr294818,2013,2
obsr180528,2013,4
obsr252215,2013,1
obsr105554,2013,2
obsr118523,2013,3
obsr22151,2013,2
obsr243498,2013,6
obsr174515,2013,12
obsr316252,2013,10
obsr153076,2013,11
obsr423568,2013,8
obsr316123,2013,2
obsr352046,2013,4
obsr136531,2013,4
obsr177054,2013,5
obsr339902,2013,6
obsr143073,2013,9
obsr244478,2013,5
obsr402317,2013,5
obsr217535,2013,9
obsr94050,2013,11
obsr283380,2013,7
obsr338954,2013,5
obsr24203,2013,1
obsr230383,2013,9
obsr305987,2013,5
obsr209698,2013,11
obsr41808,2013,6
obsr266001,2013,4
obsr33868,2013,2
obsr276876,2013,5
obsr24203,2013,8
obsr194825,2013,5
obsr35766,2013,10
obsr424062,2013,12
obsr411748,2013,5
obsr297329,2013,12
obsr98373,2013,1
obsr330585,2013,3
obsr143887,2013,2
obsr353155,2013,7
obsr146205,2013,4
obsr21578,2013,4
